Business LIcense,Violation Date,Violation,Inspector Comments
09FOOD-0329,12/26/18,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION.Food debris found in multiple hand wash sinks (produce section |  meat cooler room |  and prepared goods). Hand wash sinks must be dedicated to hand washing only to prevent sinks from being blocked from use or soiled.
09FOOD-0020,4/16/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cooking equipment is soiled. Routinely clean the floor.
17FOOD-0007,10/11/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw chicken and shell eggs found above ready to eat food items. Store below ready to eat items in order to help prevent cross contamination and cross contact.
09FOOD-0231,6/19/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on cutting boards. Store the wipe cloths in a sanitizer solution when not in use.
09FOOD-0334,11/9/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Soda dispenser nozzles are soiled. Clean and sanitize the nozzles on a daily basis. Scrub the surface to remove the current residue.
08FOOD-0175,7/23/18,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. The prep station cooler is not working properly. Do not use the cooler until it has been repaired by a licensed technician. I will reinspect in 10 days to verify it has been repaired.
09FOOD-0041,10/30/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observe floors especially in prep area with food scraps. Please try to keep floors clear of food debris and clean and sanitize each day especially in hard to reach areas.
09FOOD-0166,9/18/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drain near the prep sink is soiled. Scrub the surface and clean with bleach water in order to help prevent fruit flies.
09FOOD-0078,11/13/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,observed soiled fronts/handles of walk in and coolers.  Please clean and sanitize to prevent pathogen growth
16FOOD-0023,11/7/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The interior and exterior of the microwave is heavily soiled. Clean the microwave as needed. Soiled dishes were left out from the night before. Clean and sanitize all dishes/utensils at the end of each day. Sides of the wok station and fryer are soiled. Clean the equipment as needed to prevent accumulating food debris. The exterior cooler doors and handles are soiled. Clean the equipment as needed to prevent accumulating food debris. The can opener is soiled. Clean the equipment as needed to prevent accumulating food debris.
09FOOD-0054,6/12/18,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Bottle of detergent for dish machine was found empty. Bottle was replaced during inspection.
09FOOD-0323,5/22/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",Dish machine is not reaching 180F during rinse cycle. Machine must reach 180F. Reinspection will be conducted tomorrow.
09FOOD-0202,9/21/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The counter under the panini press and microwave is soiled. Routinely clean the counter.
09FOOD-0359,4/13/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Kosher Chicken wings in display case were found at 110F. Kosher Rotisserie chicken in warmer was 80F. These foods must be held at 135F or above. Temperature dials should be turned to max settings to ensure items are held at safe temperatures. Rabbi adjusted dials during inspection.
09FOOD-0359,8/30/18,<b> FOOD:</b> Source: wholesome; no spoilage,CRITICAL VIOLATION.  Multiple bags of packaged vegetables (cauliflower |  potatoes) were found spoiled and past expiration date. Items were discarded. Monitor food items on a daily basis to ensure proper turnover.
16FOOD-0012,11/15/18,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Personal belongings (hat and coats) found on clean equipment. Store items separately to prevent potential contamination.
09FOOD-0066,4/26/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall in various locations are in disrepair. Repair the damage.
09FOOD-0087,6/12/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Soiled dishes are being stored on the bread shelving unit in the basement and near the garage door. All soiled dishes must be placed in the dish area to be cleaned.
12FOOD-0041,11/20/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",1. Personal drinks were found stored in the ice bin. Dump ice and do not store drinks in the ice bin. 2. Can opener was found soiled with food debris. Clean and sanitize.
09FOOD-0231,6/19/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Mice droppings were observed in the bar area. Clear the area of all clutter and clean up the droppings.
09FOOD-0344,4/6/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths were found on prep tables and shelves. Only stored wiping cloths in a sanitizing solution between use. Provide sanitizer buckets.
09FOOD-0170,5/31/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloth is being stored on a prep surface. Store the wipe cloth in a sanitizer solution when not in use.
15FOOD-0041,11/13/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,observed thermometer missing from prep cooler.  Please provide and display conspicuously to monitor cooler temps
17FOOD-0001,11/7/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,A few cooler thermometers were difficult to locate. Store thermometers towards the front near the door. This is the warmest section of the cooler and will allow employees to monitor he temperature easily.
09FOOD-0069,10/2/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on counter. Please store wiping cloths in sanitizing solution when not in use.
09FOOD-0403,10/23/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Unable to locate thermometer in refrigerator. Provide a thermometer and keep in an easy to find location near the opening of the door.
09FOOD-0173,12/26/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The ceiling panel near the fume hood is peeling. Repair the ceiling to be smooth |  and easily cleanable.
09FOOD-0344,4/6/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Multiple surfaces are soiled with food debris. Clean.
09FOOD-0020,4/16/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The sides of the cooking equipment is soiled. Routinely clean the equipment.The surface under the grill is soiled. Clean the surface.
17FOOD-0004,3/14/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",1.The main dishmachine sanitizing temperature is not reaching the required 180 F.Please repair2. The bar glass washer is not dispensing chlorine sanitizer at the machine at the minimum of 50 ppm. Please repair the unit to dispense between 50-200 ppm chlorine
09FOOD-0083,9/20/18,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,Observed no trash liners/bags on waste containers. Trash containers must have bag liners to receive food waste.
09FOOD-0231,3/13/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Several areas of the floor tile and floor molding are severely deteriorated and permanently stained. It will be necessary in the future to repair the floor and floor managerlding
09FOOD-0335,7/26/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The soda gun at the bar is soiled. Routinely clean the soda gun.
09FOOD-0333,12/26/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,observed ice scoop stored on top of ice machine.  please store scoop in ice with handle out of ice or in a clean container
15FOOD-0005,12/17/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drains in the deli kitchen are soiled. Clean the floor drains as needed.
09FOOD-0247,7/23/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floor coving under dish machine is missing. Provide proper coving in order to prevent water pooling.
08FOOD-0180,8/24/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Fly strips containing dichlorvos are being used in the establishment. This product cannot be used in a food establishment. Remove the fly strips immediately.
09FOOD-0060,12/12/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the shelving units near the produce cooler are soiled. Routinely clean the floors.
17FOOD-0001,3/5/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Knife was found stored between 2 prep coolers. Do not store knives here due to inability to easily clean and sanitize surface.
09FOOD-0337,8/22/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The baffle filters above the flat top grill are soiled. Routinely clean the filters. The surface under the flat top grill is heavily soiled. This area must be cleaned every day. The interior of the milk shake cooler is soiled. Routinely clean food contact surfaces. The interior of the ice machine is soiled. Routinely clean the ice machine.
14FOOD-0026,3/7/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Door of toilet room is propped open. Door to toilet room must remain closed.
